Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_difference,power_proxy,wear_torque_ratio,temp_stress_index,rpm_torque_interaction,wear_category
0,299.9,310.0,1447,45.9,162,0,0,0,0,0,0,10.100000000000023,66417.3,3.4541577825159915,463.59000000000106,66417.3,2
1,299.8,310.0,1397,48.1,164,0,0,0,0,0,0,10.199999999999989,67195.7,3.3401221995926678,490.6199999999995,67195.7,2
0,299.8,310.0,1361,53.8,167,0,0,0,0,0,0,10.199999999999989,73221.8,3.047445255474453,548.7599999999993,73221.8,2
1,299.8,310.0,1460,37.1,169,0,0,0,0,0,0,10.199999999999989,54166.0,4.435695538057742,378.4199999999996,54166.0,2
1,299.8,310.0,1632,33.7,172,0,0,0,0,0,0,10.199999999999989,54998.4,4.956772334293948,343.73999999999967,54998.4,2
0,299.8,310.0,1697,36.0,175,0,0,0,0,0,0,10.199999999999989,61092.0,4.72972972972973,367.1999999999996,61092.0,2
0,299.8,310.1,1553,42.0,177,0,0,0,0,0,0,10.300000000000011,65226.0,4.116279069767442,432.6000000000005,65226.0,2
1,299.9,310.1,1362,56.3,179,0,0,0,0,0,0,10.200000000000045,76680.59999999999,3.1239092495637,574.2600000000025,76680.59999999999,2
1,299.9,310.0,1484,42.1,182,0,0,0,0,0,0,10.100000000000023,62476.4,4.222737819025522,425.21000000000095,62476.4,2
2,299.9,310.1,1447,51.4,185,0,0,0,0,0,0,10.200000000000045,74375.8,3.530534351145038,524.2800000000024,74375.8,2
1,300.0,310.2,1393,51.2,190,0,0,0,0,0,0,10.199999999999989,71321.6,3.639846743295019,522.2399999999994,71321.6,2
0,300.0,310.2,1760,26.9,193,0,0,0,0,0,0,10.199999999999989,47344.0,6.917562724014338,274.37999999999965,47344.0,2
0,300.0,310.1,1477,34.6,195,0,0,0,0,0,0,10.100000000000023,51104.200000000004,5.47752808988764,349.4600000000008,51104.200000000004,2
0,299.9,310.1,1681,29.1,197,0,0,0,0,0,0,10.200000000000045,48917.100000000006,6.54485049833887,296.82000000000136,48917.100000000006,2
1,300.0,310.1,1314,53.5,199,0,0,0,0,0,0,10.100000000000023,70299.0,3.6513761467889907,540.3500000000013,70299.0,2
0,300.0,310.1,1762,28.0,202,0,0,0,0,0,0,10.100000000000023,49336.0,6.9655172413793105,282.80000000000064,49336.0,2
0,299.9,310.0,1402,44.7,204,0,0,0,0,0,0,10.100000000000023,62669.4,4.463894967177243,451.47000000000105,62669.4,2
1,300.1,310.2,1429,42.0,206,0,0,0,0,0,0,10.099999999999966,60018.0,4.790697674418604,424.19999999999857,60018.0,2
1,300.2,310.3,1448,40.1,209,0,0,0,0,0,0,10.100000000000023,58064.8,5.085158150851582,405.0100000000009,58064.8,2
2,300.2,310.4,1501,42.9,212,0,0,0,0,0,0,10.199999999999989,64392.9,4.829157175398634,437.5799999999995,64392.9,2
0,300.3,310.5,1522,39.1,217,0,0,0,0,0,0,10.199999999999989,59510.200000000004,5.41147132169576,398.8199999999996,59510.200000000004,2
0,300.3,310.4,1493,37.5,219,0,0,0,0,0,0,10.099999999999966,55987.5,5.688311688311688,378.74999999999875,55987.5,2
1,300.2,310.3,1704,29.4,221,0,0,0,0,0,0,10.100000000000023,50097.6,7.269736842105264,296.9400000000007,50097.6,2
2,300.2,310.3,1408,42.5,0,0,0,0,0,0,0,10.100000000000023,59840.0,0.0,429.25000000000097,59840.0,-1
0,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,10.199999999999989,63452.399999999994,0.11682242990654207,426.3599999999995,63452.399999999994,0
0,300.3,310.4,1742,25.9,7,0,0,0,0,0,0,10.099999999999966,45117.799999999996,0.26022304832713755,261.5899999999991,45117.799999999996,0
1,300.4,310.5,1500,43.0,9,0,0,0,0,0,0,10.100000000000023,64500.0,0.20454545454545456,434.300000000001,64500.0,0
0,300.4,310.5,2424,14.5,12,0,0,0,0,0,0,10.100000000000023,35148.0,0.7741935483870968,146.45000000000033,35148.0,0
0,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,10.100000000000023,45631.8,0.5363984674329502,253.5100000000006,45631.8,0
1,300.4,310.6,1545,35.6,16,0,0,0,0,0,0,10.200000000000045,55002.0,0.4371584699453552,363.12000000000165,55002.0,0
0,300.4,310.6,1429,46.9,19,0,0,0,0,0,0,10.200000000000045,67020.09999999999,0.3966597077244259,478.3800000000021,67020.09999999999,0
1,300.4,310.6,1448,44.9,21,0,0,0,0,0,0,10.200000000000045,65015.2,0.4575163398692811,457.980000000002,65015.2,0
0,300.4,310.6,1384,48.7,24,0,0,0,0,0,0,10.200000000000045,67400.8,0.482897384305835,496.7400000000022,67400.8,0
0,300.4,310.5,1578,32.8,26,0,0,0,0,0,0,10.100000000000023,51758.399999999994,0.7692307692307693,331.2800000000007,51758.399999999994,0
0,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,10.0,45256.5,1.0108303249097472,267.0,45256.5,0
0,300.5,310.6,1543,36.2,30,0,0,0,0,0,0,10.100000000000023,55856.600000000006,0.8064516129032258,365.62000000000086,55856.600000000006,0
1,300.4,310.5,1540,33.4,32,0,0,0,0,0,0,10.100000000000023,51436.0,0.9302325581395349,337.34000000000077,51436.0,0
0,300.2,310.4,1808,25.8,35,0,0,0,0,0,0,10.199999999999989,46646.4,1.3059701492537312,263.15999999999974,46646.4,0
1,300.3,310.4,1293,49.7,37,0,0,0,0,0,0,10.099999999999966,64262.100000000006,0.7297830374753451,501.9699999999983,64262.100000000006,0
0,300.2,310.3,1202,59.5,40,0,0,0,0,0,0,10.100000000000023,71519.0,0.6611570247933884,600.9500000000014,71519.0,0
1,300.2,310.3,1704,29.2,42,0,0,0,0,0,0,10.100000000000023,49756.799999999996,1.390728476821192,294.92000000000064,49756.799999999996,0
1,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,10.100000000000023,56311.8,1.1508951406649617,384.81000000000085,56311.8,0
0,300.2,310.3,1514,38.7,48,0,0,0,0,0,0,10.100000000000023,58591.8,1.2090680100755666,390.8700000000009,58591.8,0
1,300.1,310.3,1350,48.8,50,0,0,0,0,0,0,10.199999999999989,65880.0,1.0040160642570282,497.7599999999994,65880.0,0
0,300.1,310.2,1475,54.2,53,0,0,0,0,0,0,10.099999999999966,79945.0,0.9601449275362318,547.4199999999981,79945.0,1
2,300.0,310.1,1714,28.7,55,0,0,0,0,0,0,10.100000000000023,49191.799999999996,1.8518518518518519,289.87000000000063,49191.799999999996,1
0,300.0,310.1,1465,40.9,60,0,0,0,0,0,0,10.100000000000023,59918.5,1.431980906921241,413.09000000000094,59918.5,1
0,299.9,310.2,1288,69.6,62,1,0,0,1,0,0,10.300000000000011,89644.79999999999,0.878186968838527,716.8800000000007,89644.79999999999,1
0,300.0,310.2,1675,29.7,64,0,0,0,0,0,0,10.199999999999989,49747.5,2.0846905537459284,302.93999999999966,49747.5,1
0,300.0,310.2,1486,36.4,66,0,0,0,0,0,0,10.199999999999989,54090.4,1.7647058823529413,371.2799999999996,54090.4,1
1,300.0,310.2,1443,58.7,68,0,0,0,0,0,0,10.199999999999989,84704.1,1.1390284757118927,598.7399999999993,84704.1,1
1,300.1,310.3,1345,57.1,71,0,0,0,0,0,0,10.199999999999989,76799.5,1.2220309810671257,582.4199999999994,76799.5,1
1,300.2,310.4,1202,61.7,74,0,0,0,0,0,0,10.199999999999989,74163.40000000001,1.1802232854864434,629.3399999999993,74163.40000000001,1
1,300.1,310.4,1480,37.1,77,0,0,0,0,0,0,10.299999999999955,54908.0,2.020997375328084,382.12999999999835,54908.0,1
1,300.2,310.4,1530,35.7,80,0,0,0,0,0,0,10.199999999999989,54621.00000000001,2.17983651226158,364.13999999999965,54621.00000000001,1
1,300.2,310.6,1983,20.8,83,0,0,0,0,0,0,10.400000000000034,41246.4,3.8073394495412844,216.3200000000007,41246.4,1
0,300.3,310.6,1433,53.8,86,0,0,0,0,0,0,10.300000000000011,77095.4,1.5693430656934306,554.1400000000006,77095.4,1
0,300.3,310.6,1806,24.4,88,0,0,0,0,0,0,10.300000000000011,44066.399999999994,3.4645669291338583,251.32000000000025,44066.399999999994,1
0,300.2,310.5,1416,46.7,90,0,0,0,0,0,0,10.300000000000011,66127.2,1.8867924528301885,481.01000000000056,66127.2,1
1,300.1,310.4,1556,38.1,92,0,0,0,0,0,0,10.299999999999955,59283.600000000006,2.3529411764705883,392.4299999999983,59283.600000000006,1
0,300.1,310.5,1627,29.2,95,0,0,0,0,0,0,10.399999999999977,47508.4,3.1456953642384105,303.6799999999993,47508.4,1
0,300.1,310.6,1809,24.3,97,0,0,0,0,0,0,10.5,43958.700000000004,3.83399209486166,255.15,43958.700000000004,1
1,300.1,310.5,1329,57.4,99,0,0,0,0,0,0,10.399999999999977,76284.59999999999,1.6952054794520548,596.9599999999987,76284.59999999999,1
2,300.0,310.4,1881,21.9,102,0,0,0,0,0,0,10.399999999999977,41193.899999999994,4.454148471615721,227.75999999999948,41193.899999999994,1
0,300.1,310.5,1500,39.8,107,0,0,0,0,0,0,10.399999999999977,59699.99999999999,2.622549019607843,413.91999999999905,59699.99999999999,1
0,300.1,310.5,1532,36.0,109,0,0,0,0,0,0,10.399999999999977,55152.0,2.945945945945946,374.3999999999992,55152.0,1
0,300.1,310.5,1492,50.9,111,0,0,0,0,0,0,10.399999999999977,75942.8,2.138728323699422,529.3599999999989,75942.8,1
0,300.2,310.6,1431,42.3,113,0,0,0,0,0,0,10.400000000000034,60531.299999999996,2.609699769053118,439.92000000000144,60531.299999999996,1
0,300.1,310.4,1554,39.4,115,0,0,0,0,0,0,10.299999999999955,61227.6,2.846534653465347,405.8199999999982,61227.6,1
0,300.1,310.5,1494,44.2,117,0,0,0,0,0,0,10.399999999999977,66034.8,2.5884955752212386,459.67999999999904,66034.8,1
0,300.1,310.6,1374,45.4,119,0,0,0,0,0,0,10.5,62379.6,2.564655172413793,476.7,62379.6,1
0,300.1,310.5,1394,44.3,121,0,0,0,0,0,0,10.399999999999977,61754.2,2.6710816777041946,460.71999999999895,61754.2,1
1,300.0,310.5,1790,25.7,123,0,0,0,0,0,0,10.5,46003.0,4.606741573033708,269.84999999999997,46003.0,1
0,300.1,310.5,1356,45.8,126,0,0,0,0,0,0,10.399999999999977,62104.799999999996,2.6923076923076925,476.3199999999989,62104.799999999996,1
1,300.0,310.4,1385,52.1,128,0,0,0,0,0,0,10.399999999999977,72158.5,2.4105461393596985,541.8399999999988,72158.5,1
0,300.0,310.4,1333,49.1,131,0,0,0,0,0,0,10.399999999999977,65450.3,2.614770459081836,510.6399999999989,65450.3,1
0,300.0,310.4,1505,44.9,133,0,0,0,0,0,0,10.399999999999977,67574.5,2.89760348583878,466.95999999999896,67574.5,1
0,300.0,310.5,1606,33.5,135,0,0,0,0,0,0,10.5,53801.0,3.9130434782608696,351.75,53801.0,1
2,300.0,310.5,1558,36.7,137,0,0,0,0,0,0,10.5,57178.600000000006,3.6339522546419096,385.35,57178.600000000006,1
0,300.0,310.5,1412,52.4,142,0,0,0,0,0,0,10.5,73988.8,2.659176029962547,550.1999999999999,73988.8,1
0,299.9,310.4,1408,38.4,144,0,0,0,0,0,0,10.5,54067.2,3.654822335025381,403.2,54067.2,1
0,299.9,310.3,1268,53.3,146,0,0,0,0,0,0,10.400000000000034,67584.4,2.688766114180479,554.3200000000018,67584.4,1
0,299.9,310.4,1470,50.0,148,0,0,0,0,0,0,10.5,73500.0,2.9019607843137254,525.0,73500.0,1
0,299.9,310.4,1497,47.0,150,0,0,0,0,0,0,10.5,70359.0,3.125,493.5,70359.0,1
0,299.9,310.3,1638,29.1,152,0,0,0,0,0,0,10.400000000000034,47665.8,5.049833887043189,302.640000000001,47665.8,2
2,299.9,310.3,1535,43.9,154,0,0,0,0,0,0,10.400000000000034,67386.5,3.4298440979955456,456.5600000000015,67386.5,2
0,299.8,310.2,1654,32.7,159,0,0,0,0,0,0,10.399999999999977,54085.8,4.718100890207714,340.0799999999993,54085.8,2
2,299.8,310.2,1411,49.7,161,0,0,0,0,0,0,10.399999999999977,70126.7,3.175542406311637,516.8799999999989,70126.7,2
0,299.8,310.2,1911,23.5,166,0,0,0,0,0,0,10.399999999999977,44908.5,6.775510204081633,244.39999999999947,44908.5,2
2,299.8,310.2,1573,33.3,168,0,0,0,0,0,0,10.399999999999977,52380.899999999994,4.8979591836734695,346.3199999999992,52380.899999999994,2
0,299.9,310.2,1479,46.3,173,0,0,0,0,0,0,10.300000000000011,68477.7,3.6575052854122623,476.8900000000005,68477.7,2
1,299.9,310.4,1820,26.6,175,0,0,0,0,0,0,10.5,48412.0,6.340579710144927,279.3,48412.0,2
0,299.9,310.4,1419,45.7,178,0,0,0,0,0,0,10.5,64848.3,3.811563169164882,479.85,64848.3,2
1,299.9,310.5,1335,52.9,180,0,0,0,0,0,0,10.600000000000023,70621.5,3.339517625231911,560.7400000000011,70621.5,2
1,299.9,310.5,1576,39.4,183,0,0,0,0,0,0,10.600000000000023,62094.399999999994,4.52970297029703,417.6400000000009,62094.399999999994,2
0,300.0,310.5,1517,42.2,186,0,0,0,0,0,0,10.5,64017.4,4.305555555555555,443.1,64017.4,2
1,299.9,310.4,1576,34.3,188,0,0,0,0,0,0,10.5,54056.799999999996,5.325779036827196,360.15,54056.799999999996,2
2,299.8,310.2,1537,36.6,191,0,0,0,0,0,0,10.399999999999977,56254.200000000004,5.079787234042553,380.6399999999992,56254.200000000004,2
0,299.8,310.3,1524,34.2,196,0,0,0,0,0,0,10.5,52120.8,5.5681818181818175,359.1,52120.8,2
1,299.8,310.3,1805,23.7,198,0,0,0,0,0,0,10.5,42778.5,8.016194331983806,248.85,42778.5,2
1,299.9,310.4,1367,53.3,201,0,0,0,0,0,0,10.5,72861.09999999999,3.701657458563536,559.65,72861.09999999999,2
0,299.8,310.4,1694,30.3,204,0,0,0,0,0,0,10.599999999999966,51328.200000000004,6.517571884984026,321.179999999999,51328.200000000004,2
0,299.9,310.4,1328,49.9,206,0,0,0,0,0,0,10.5,66267.2,4.047151277013753,523.9499999999999,66267.2,2
2,299.9,310.5,1549,42.8,208,0,0,0,0,0,0,10.600000000000023,66297.2,4.748858447488585,453.6800000000009,66297.2,2
0,299.9,310.5,1539,32.8,213,0,0,0,0,0,0,10.600000000000023,50479.2,6.3017751479289945,347.6800000000007,50479.2,2
0,299.8,310.5,1496,38.8,215,0,0,0,0,0,0,10.699999999999989,58044.799999999996,5.402010050251256,415.1599999999995,58044.799999999996,2
0,299.8,310.4,1579,36.4,0,0,0,0,0,0,0,10.599999999999966,57475.6,0.0,385.8399999999987,57475.6,-1
0,299.7,310.3,1386,46.6,2,0,0,0,0,0,0,10.600000000000023,64587.6,0.04201680672268907,493.96000000000106,64587.6,0
0,299.7,310.3,1505,37.7,4,0,0,0,0,0,0,10.600000000000023,56738.50000000001,0.10335917312661498,399.6200000000009,56738.50000000001,0
1,299.7,310.3,1661,34.5,6,0,0,0,0,0,0,10.600000000000023,57304.5,0.16901408450704225,365.7000000000008,57304.5,0
0,299.6,310.2,1468,48.0,9,0,0,0,0,0,0,10.599999999999966,70464.0,0.1836734693877551,508.79999999999836,70464.0,0
0,299.6,310.1,1384,49.8,11,0,0,0,0,0,0,10.5,68923.2,0.21653543307086615,522.9,68923.2,0
0,299.6,310.2,1381,60.5,13,0,0,0,0,0,0,10.599999999999966,83550.5,0.21138211382113822,641.2999999999979,83550.5,0
0,299.6,310.2,1469,47.0,15,0,0,0,0,0,0,10.599999999999966,69043.0,0.3125,498.1999999999984,69043.0,0
0,299.6,310.2,1627,36.6,17,0,0,0,0,0,0,10.599999999999966,59548.200000000004,0.45212765957446804,387.9599999999988,59548.200000000004,0
2,299.7,310.3,1462,40.4,19,0,0,0,0,0,0,10.600000000000023,59064.799999999996,0.4589371980676329,428.2400000000009,59064.799999999996,0
0,299.7,310.2,1633,36.5,24,0,0,0,0,0,0,10.5,59604.5,0.64,383.25,59604.5,0
0,299.7,310.2,1469,39.5,26,0,0,0,0,0,0,10.5,58025.5,0.6419753086419753,414.75,58025.5,0
0,299.7,310.2,1458,43.4,28,0,0,0,0,0,0,10.5,63277.2,0.6306306306306306,455.7,63277.2,0
1,299.7,310.2,1440,42.8,30,0,0,0,0,0,0,10.5,61631.99999999999,0.6849315068493151,449.4,61631.99999999999,0
0,299.8,310.3,1687,30.4,33,0,0,0,0,0,0,10.5,51284.799999999996,1.0509554140127388,319.2,51284.799999999996,0
1,299.7,310.3,1429,47.7,35,0,0,0,0,0,0,10.600000000000023,68163.3,0.7186858316221766,505.62000000000114,68163.3,0
0,299.6,310.2,1588,34.1,38,0,0,0,0,0,0,10.599999999999966,54150.8,1.0826210826210825,361.45999999999884,54150.8,0
0,299.6,310.2,1333,51.2,40,0,0,0,0,0,0,10.599999999999966,68249.6,0.7662835249042145,542.7199999999983,68249.6,0
0,299.6,310.1,1487,42.9,42,0,0,0,0,0,0,10.5,63792.299999999996,0.9567198177676538,450.45,63792.299999999996,0
1,299.5,310.1,1659,31.5,44,0,0,0,0,0,0,10.600000000000023,52258.5,1.353846153846154,333.9000000000007,52258.5,0
1,299.4,310.0,1512,43.2,47,0,0,0,0,0,0,10.600000000000023,65318.4,1.0633484162895928,457.92000000000104,65318.4,0
0,299.5,310.1,1585,35.2,50,0,0,0,0,0,0,10.600000000000023,55792.00000000001,1.3812154696132595,373.12000000000086,55792.00000000001,0
0,299.5,310.0,1502,38.5,52,0,0,0,0,0,0,10.5,57827.0,1.3164556962025316,404.25,57827.0,1
0,299.5,310.0,1594,35.1,54,0,0,0,0,0,0,10.5,55949.4,1.4958448753462603,368.55,55949.4,1
0,299.5,310.0,1412,48.9,56,0,0,0,0,0,0,10.5,69046.8,1.122244488977956,513.4499999999999,69046.8,1
0,299.5,309.9,1402,51.7,58,0,0,0,0,0,0,10.399999999999977,72483.40000000001,1.1005692599620494,537.6799999999988,72483.40000000001,1
0,299.6,310.1,2057,20.4,60,0,0,0,0,0,0,10.5,41962.799999999996,2.8037383177570097,214.2,41962.799999999996,1
2,299.6,310.1,1531,36.8,62,0,0,0,0,0,0,10.5,56340.799999999996,1.6402116402116402,386.4,56340.799999999996,1
1,299.5,310.1,1359,61.1,67,0,0,0,0,0,0,10.600000000000023,83034.90000000001,1.0789049919484701,647.6600000000014,83034.90000000001,1
1,299.6,310.2,1620,30.0,70,0,0,0,0,0,0,10.599999999999966,48600.0,2.2580645161290325,317.999999999999,48600.0,1
1,299.6,310.1,1646,29.6,73,0,0,0,0,0,0,10.5,48721.600000000006,2.3856209150326797,310.8,48721.600000000006,1
1,299.6,310.1,1455,46.1,76,0,0,0,0,0,0,10.5,67075.5,1.613588110403397,484.05,67075.5,1
0,299.6,310.2,1512,44.0,79,0,0,0,0,0,0,10.599999999999966,66528.0,1.7555555555555555,466.3999999999985,66528.0,1
0,299.6,310.2,1473,42.7,81,0,0,0,0,0,0,10.599999999999966,62897.100000000006,1.8535469107551485,452.6199999999986,62897.100000000006,1
0,299.6,310.1,1553,38.0,83,0,0,0,0,0,0,10.5,59014.0,2.128205128205128,399.0,59014.0,1
0,299.5,310.0,1379,50.4,85,0,0,0,0,0,0,10.5,69501.59999999999,1.6536964980544748,529.1999999999999,69501.59999999999,1
1,299.4,309.9,1567,40.6,87,0,0,0,0,0,0,10.5,63620.200000000004,2.0913461538461537,426.3,63620.200000000004,1
0,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,10.5,63831.1,2.0408163265306123,452.55,63831.1,1
0,299.5,310.0,1349,52.7,92,0,0,0,0,0,0,10.5,71092.3,1.7132216014897579,553.35,71092.3,1
0,299.5,310.0,1388,52.4,94,0,0,0,0,0,0,10.5,72731.2,1.7602996254681649,550.1999999999999,72731.2,1
1,299.6,310.1,1357,48.7,96,0,0,0,0,0,0,10.5,66085.90000000001,1.93158953722334,511.35,66085.90000000001,1
0,299.6,310.2,1743,24.8,99,0,0,0,0,0,0,10.599999999999966,43226.4,3.837209302325581,262.87999999999914,43226.4,1
0,299.7,310.3,1495,43.1,101,0,0,0,0,0,0,10.600000000000023,64434.5,2.2902494331065757,456.860000000001,64434.5,1
0,299.8,310.4,1698,28.3,103,0,0,0,0,0,0,10.599999999999966,48053.4,3.515358361774744,299.97999999999905,48053.4,1
1,299.7,310.4,1410,44.5,105,0,0,0,0,0,0,10.699999999999989,62745.0,2.3076923076923075,476.1499999999995,62745.0,1
0,299.7,310.4,1614,36.2,108,0,0,0,0,0,0,10.699999999999989,58426.8,2.9032258064516125,387.33999999999963,58426.8,1
1,299.8,310.5,1375,53.9,110,0,0,0,0,0,0,10.699999999999989,74112.5,2.0036429872495445,576.7299999999993,74112.5,1
1,299.8,310.6,1574,31.8,113,0,0,0,0,0,0,10.800000000000011,50053.200000000004,3.4451219512195124,343.4400000000004,50053.200000000004,1
2,299.8,310.6,1423,44.6,116,0,0,0,0,0,0,10.800000000000011,63465.8,2.543859649122807,481.6800000000005,63465.8,1
1,299.8,310.6,1694,31.3,121,0,0,0,0,0,0,10.800000000000011,53022.200000000004,3.7461300309597525,338.04000000000036,53022.200000000004,1
0,299.8,310.6,1707,32.5,124,0,0,0,0,0,0,10.800000000000011,55477.5,3.701492537313433,351.00000000000034,55477.5,1
1,299.7,310.5,1490,41.2,126,0,0,0,0,0,0,10.800000000000011,61388.00000000001,2.985781990521327,444.9600000000005,61388.00000000001,1
0,299.7,310.6,1675,31.3,129,0,0,0,0,0,0,10.900000000000034,52427.5,3.993808049535604,341.1700000000011,52427.5,1
1,299.7,310.5,1492,39.3,131,0,0,0,0,0,0,10.800000000000011,58635.6,3.250620347394541,424.4400000000004,58635.6,1
1,299.7,310.5,1594,35.4,134,0,0,0,0,0,0,10.800000000000011,56427.6,3.6813186813186816,382.3200000000004,56427.6,1
0,299.7,310.6,1479,38.0,137,0,0,0,0,0,0,10.900000000000034,56202.0,3.5128205128205128,414.2000000000013,56202.0,1
1,299.7,310.6,1572,38.0,139,0,0,0,0,0,0,10.900000000000034,59736.0,3.5641025641025643,414.2000000000013,59736.0,1
0,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,10.900000000000034,56721.600000000006,3.933518005540166,382.5900000000012,56721.600000000006,1
0,299.7,310.6,1737,26.1,144,0,0,0,0,0,0,10.900000000000034,45335.700000000004,5.313653136531365,284.4900000000009,45335.700000000004,1
1,299.7,310.7,1498,37.8,146,0,0,0,0,0,0,11.0,56624.399999999994,3.7628865979381447,415.79999999999995,56624.399999999994,1
0,299.6,310.6,1642,35.1,149,0,0,0,0,0,0,11.0,57634.200000000004,4.127423822714682,386.1,57634.200000000004,1
1,299.6,310.6,1633,34.2,151,0,0,0,0,0,0,11.0,55848.600000000006,4.289772727272727,376.20000000000005,55848.600000000006,2
0,299.8,310.8,1409,51.9,154,0,0,0,0,0,0,11.0,73127.09999999999,2.911153119092628,570.9,73127.09999999999,2
1,299.8,310.8,1463,43.5,156,0,0,0,0,0,0,11.0,63640.5,3.50561797752809,478.5,63640.5,2
0,299.8,310.8,1376,48.6,159,0,0,0,0,0,0,11.0,66873.6,3.2056451612903225,534.6,66873.6,2
0,299.8,310.8,1553,32.2,161,0,0,0,0,0,0,11.0,50006.600000000006,4.849397590361446,354.20000000000005,50006.600000000006,2
1,299.8,310.8,1530,35.2,163,0,0,0,0,0,0,11.0,53856.00000000001,4.502762430939226,387.20000000000005,53856.00000000001,2
0,299.8,310.9,1545,40.7,166,0,0,0,0,0,0,11.099999999999966,62881.50000000001,3.980815347721822,451.7699999999986,62881.50000000001,2
2,299.8,310.9,1427,47.2,168,0,0,0,0,0,0,11.099999999999966,67354.40000000001,3.485477178423236,523.9199999999984,67354.40000000001,2
0,299.9,310.9,1292,51.1,173,0,0,0,0,0,0,11.0,66021.2,3.3205374280230324,562.1,66021.2,2
0,299.8,310.9,2084,17.6,175,0,0,0,0,0,0,11.099999999999966,36678.4,9.408602150537634,195.35999999999942,36678.4,2
0,299.9,311.0,1747,27.6,177,0,0,0,0,0,0,11.100000000000023,48217.200000000004,6.188811188811188,306.36000000000064,48217.200000000004,2
0,300.0,311.1,1425,47.8,179,0,0,0,0,0,0,11.100000000000023,68115.0,3.668032786885246,530.5800000000011,68115.0,2
0,300.0,311.0,1637,33.6,181,0,0,0,0,0,0,11.0,55003.200000000004,5.231213872832369,369.6,55003.200000000004,2
1,300.1,311.1,1616,35.2,183,0,0,0,0,0,0,11.0,56883.200000000004,5.05524861878453,387.20000000000005,56883.200000000004,2
0,300.1,311.1,1619,33.4,186,0,0,0,0,0,0,11.0,54074.6,5.406976744186046,367.4,54074.6,2
0,300.1,311.2,1489,39.1,188,0,0,0,0,0,0,11.099999999999966,58219.9,4.688279301745636,434.0099999999987,58219.9,2
1,300.1,311.2,1452,42.4,190,0,0,0,0,0,0,11.099999999999966,61564.799999999996,4.377880184331797,470.63999999999857,61564.799999999996,2
1,300.1,311.3,1495,41.0,193,0,0,0,0,0,0,11.199999999999989,61295.0,4.595238095238095,459.19999999999953,61295.0,2
1,300.2,311.4,1427,39.7,196,0,0,0,0,0,0,11.199999999999989,56651.9,4.815724815724815,444.6399999999996,56651.9,2
0,300.1,311.4,1572,36.2,199,0,0,0,0,0,0,11.299999999999955,56906.4,5.349462365591397,409.0599999999984,56906.4,2
0,300.1,311.3,1547,40.0,201,0,0,0,0,0,0,11.199999999999989,61880.0,4.902439024390244,447.99999999999955,61880.0,2
1,300.1,311.4,1342,48.5,203,0,0,0,0,0,0,11.299999999999955,65087.0,4.101010101010101,548.0499999999978,65087.0,2
0,300.0,311.2,1351,44.1,206,0,0,0,0,0,0,11.199999999999989,59579.1,4.5676274944567625,493.9199999999995,59579.1,2
0,300.0,311.3,1407,47.3,208,0,0,0,0,0,0,11.300000000000011,66551.09999999999,4.306418219461698,534.4900000000005,66551.09999999999,2
1,300.1,311.4,1575,29.8,210,0,0,0,0,0,0,11.299999999999955,46935.0,6.818181818181818,336.73999999999864,46935.0,2
1,300.0,311.4,1791,24.1,213,0,0,0,0,0,0,11.399999999999977,43163.100000000006,8.48605577689243,274.73999999999944,43163.100000000006,2
1,300.0,311.4,1692,29.0,216,1,1,0,0,0,0,11.399999999999977,49068.0,7.2,330.59999999999934,49068.0,2
0,300.0,311.4,1634,31.9,0,0,0,0,0,0,0,11.399999999999977,52124.6,0.0,363.6599999999993,52124.6,-1
1,300.0,311.4,1864,23.3,2,0,0,0,0,0,0,11.399999999999977,43431.200000000004,0.0823045267489712,265.6199999999995,43431.200000000004,0
0,300.0,311.4,1590,33.6,5,0,0,0,0,0,0,11.399999999999977,53424.0,0.1445086705202312,383.0399999999992,53424.0,0
1,300.0,311.4,1384,46.1,7,0,0,0,0,0,0,11.399999999999977,63802.4,0.14861995753715498,525.5399999999989,63802.4,0
1,300.0,311.4,1352,61.8,10,0,0,0,0,0,0,11.399999999999977,83553.59999999999,0.15923566878980894,704.5199999999986,83553.59999999999,0
0,300.1,311.4,1484,43.1,13,0,0,0,0,0,0,11.299999999999955,63960.4,0.2947845804988662,487.02999999999804,63960.4,0
1,300.1,311.4,1913,21.9,15,0,0,0,0,0,0,11.299999999999955,41894.7,0.6550218340611355,247.46999999999898,41894.7,0
0,300.0,311.4,1508,38.2,18,0,0,0,0,0,0,11.399999999999977,57605.600000000006,0.4591836734693877,435.47999999999917,57605.600000000006,0
0,299.9,311.3,1504,40.7,20,0,0,0,0,0,0,11.400000000000034,61212.8,0.4796163069544364,463.98000000000144,61212.8,0
0,300.0,311.4,1487,41.2,22,0,0,0,0,0,0,11.399999999999977,61264.4,0.5213270142180094,469.6799999999991,61264.4,0
0,299.8,311.3,1727,30.0,24,0,0,0,0,0,0,11.5,51810.0,0.7741935483870968,345.0,51810.0,0
